sep=,
ID,Text,Translation,VoiceActor,Context
336485327528,Reduced <em>Hipfire</em> and <em>Snapshot</em> accuracy <em>penalty</em>,,,rat_COMPONENT_weaponcomp_effects.lua_23
983043466921,"Heavy Barrel, reduced <em>Recoil</em> penalty, increased <em>Snapshot</em> accuracy <em>penalty</em>",,,rat_COMPONENT_weaponcomp_effects.lua_24
337691694250,Increase AP cost when attacking,,,rat_COMPONENT_weaponcomp_effects.lua_25
938572490156,Harder to hit closer targets,,,rat_COMPONENT_weaponcomp_effects.lua_26
953726500783,Changes caliber to 7.62x39mm WP,,,rat_COMPONENT_weaponcomp_effects.lua_27
905040013361,Reduced <em>Snapshot</em> accuracy <em>penalty</em>,,,rat_COMPONENT_weaponcomp_effects.lua_28
640458057266,Targets attacked at point-blank range at night become <em>Obfuscated</em>,,,rat_COMPONENT_weaponcomp_effects.lua_29
915008271800,"Decreased Hipfire penalty, increased Snapshot penalty, reduced Recoil penalty, decreases Point Blank range accuracy, harder to hit at melee range",,,rat_COMPONENT_weaponcomp_effects.lua_30
165863400633,Significantly reduced <em>Hipfire</em> and <em>Snapshot</em> accuracy <em>penalty</em>,,,rat_COMPONENT_weaponcomp_effects.lua_31
905983597373,Grants a small bonus Critical Chance per aim level,,,rat_COMPONENT_weaponcomp_effects.lua_32
558731788097,Increased <em>recoil penalty</em>,,,rat_COMPONENT_weaponcomp_effects.lua_33
780091744194,Has bonus damage against <em>Flanked</em> targets,,,rat_COMPONENT_weaponcomp_effects.lua_34
936610188234,Reduced <em>Hipfire</em> and <em>Snapshot</em> accuracy <em>penalty</em>,,,rat_COMPONENT_weaponcomp_effects.lua_35
598891097935,Reduced <em>recoil penalty</em>,,,rat_COMPONENT_weaponcomp_effects.lua_36
353562872144,Grants bonus Accuracy to attacks with 3+ aim levels - bonus is based on <em>Weapon Aim Accuracy</em>,,,rat_COMPONENT_weaponcomp_effects.lua_37
219179226706,"Increases weapon length, affecting Recoil, Snapshot, Hipfire accuracy penalties and Point Blank Range accuracy modifiers",,,rat_COMPONENT_weaponcomp_effects.lua_38
897995963554,Increases Point Blank Range accuracy bonus by 1,,,rat_COMPONENT_weaponcomp_effects.lua_39
547256645082,Increases Accuracy and reduces Recoil when Prone,,,rat_COMPONENT_weaponcomp_effects.lua_40
212821718310,"Increase Stance AP cost by <StanceIncreaseSTR>, can be negated with <STR_threshold> Strength",,,rat_COMPONENT_weaponcomp_effects.lua_41
695581761922,"After firing, needs to be manually cycled using <ap_manual> AP
High <em>Dexterity</em> can reduce this cost",,,rat_COMPONENT_weaponcomp_effects.lua_42
320356428271,Grants bonus Critical Chance for aimed attacks at the torso,,,rat_COMPONENT_weaponcomp_effects.lua_43
183183480025,Increased <em>Snapshot</em> accuracy <em>penalty</em>,,,rat_COMPONENT_weaponcomp_effects.lua_44
796931242458,Significantly reduced penalty to <em>target body parts</em> with attacks with 4+ aim levels,,,rat_COMPONENT_weaponcomp_effects.lua_45
978415485249,Grants bonus Critical Chance for aimed attacks at the head,,,rat_COMPONENT_weaponcomp_effects.lua_46
376073238620,Enables free-swap,,,rat_COMPONENT_weaponcomp_effects.lua_47
183998509789,Grants bonus Critical Chance per aim level,,,rat_COMPONENT_weaponcomp_effects.lua_48
939111789534,Decreases base critical chance,,,rat_COMPONENT_weaponcomp_effects.lua_49
175082911037,Increases Accuracy for aimed attacks - bonus is based on <em>Weapon Aim Accuracy</em>,,,rat_COMPONENT_weaponcomp_effects.lua_50
210060101900,Increases Accuracy for aimed attacks by <bonus_cth_v>%,,,rat_COMPONENT_weaponcomp_effects.lua_51
173836158177,"Increased Hipfire penalty, increased Snapshot penalty, increased Recoil penalty, increases Point Blank range accuracy, easier to hit at melee range",,,rat_COMPONENT_weaponcomp_effects.lua_52
355372332150,Increases Accuracy for aimed attacks by <bonus_cth>%,,,rat_COMPONENT_weaponcomp_effects.lua_53
299071168122,Increases Accuracy for Interrupt attacks by <bonus_cth_interrupt>%,,,rat_COMPONENT_weaponcomp_effects.lua_54
244679400091,Reduces <em>Snapshot Penalty</em> by <snap_reduc>%,,,rat_COMPONENT_weaponcomp_effects.lua_55
187052039397,Reduced <em>penalty</em> when using <em>Single Shot</em> to target body parts,,,rat_COMPONENT_weaponcomp_effects.lua_56
954592406374,Reduce AP necessary to swap to this weapon,,,rat_COMPONENT_weaponcomp_effects.lua_57
832057249458,Increases aim accuracy in <em>close range</em> by <Close_bonus>%,,,rat_COMPONENT_weaponcomp_effects.lua_58
685331648680,Increases max aim level by <MaxAimActionsIncrease>,,,rat_COMPONENT_weaponcomp_effects.lua_59
952508575329,Sligthly increased Point-Blank range accuracy bonus,,,rat_COMPONENT_weaponcomp_effects.lua_60
845256852079,Reduced <em>Hipfire and Snapshot penalty</em>,,,rat_COMPONENT_weaponcomp_effects.lua_61
982346640578,Sligthly reduced <em>recoil penalty</em>,,,rat_COMPONENT_weaponcomp_effects.lua_62
879653741676,"Enables <em>Burst Fire</em> attack mode, except on interrupt attacks",,,rat_COMPONENT_weaponcomp_effects.lua_63
159267356053,Reduced <em>Hipfire</em> and <em>Snapshot</em> accuracy <em>penalty</em>,,,rat_COMPONENT_weaponcomp_effects.lua_64
849532998072,Decreases number of attacks when using the <em>Run and Gun</em> action,,,rat_COMPONENT_weaponcomp_effects.lua_65
498214252783,Increased cost to rotate weapon when prone,,,rat_COMPONENT_weaponcomp_effects.lua_66
958768643867,Decreased accuracy in <em>Full Auto</em> and <em>Burst Fire</em> attacks,,,rat_COMPONENT_weaponcomp_effects.lua_67
375224625649,Harder to hit closer targets,,,rat_COMPONENT_weaponcomp_effects.lua_68
949818133594,"Light Barrel, reduced <em>Snapshot</em> accuracy <em>penalty</em>, increased <em>Recoil</em> penalty",,,rat_COMPONENT_weaponcomp_effects.lua_69
649325420444,Increased <em>Hipfire</em> and <em>Snapshot</em> accuracy <em>penalty</em>,,,rat_COMPONENT_weaponcomp_effects.lua_70
776447188724,Sligthly reduced <em>recoil penalty</em>,,,rat_COMPONENT_weaponcomp_effects.lua_71
830130229420,Enables - or improves - the <em>Run And Gun</em> attack action,,,rat_COMPONENT_weaponcomp_effects.lua_72
369880626294,Grants bonus Critical Chance with aimed attacks,,,rat_COMPONENT_weaponcomp_effects.lua_73
617033974337,Slightly reduced penalty to <em>target body parts</em> with attacks with 3+ aim levels,,,rat_COMPONENT_weaponcomp_effects.lua_74
725526889720,Grants bonus Critical Chance per aim level,,,rat_COMPONENT_weaponcomp_effects.lua_75
247212055308,Grants bonus Accuracy to attacks with 2+ aim levels - bonus is based on <em>Weapon Aim Accuracy</em>,,,rat_COMPONENT_weaponcomp_effects.lua_76
687659582586,Decreases critical chance bonus that scales per merc level,,,rat_COMPONENT_weaponcomp_effects.lua_77
213711882780,Grants significant bonus Accuracy to attacks with 4+ aim levels - bonus is based on <em>Weapon Aim Accuracy</em>,,,rat_COMPONENT_weaponcomp_effects.lua_78
601041780492,Increases <em>Shooting Angle</em>,,,rat_COMPONENT_weaponcomp_effects.lua_79
954822518050,Sligthly reduced <em>recoil penalty</em>,,,rat_COMPONENT_weaponcomp_effects.lua_80
486765316396,Changes caliber to 7.62x54mmR,,,rat_COMPONENT_weaponcomp_effects.lua_81
742720959709,Recovers half <em>free move AP</em> after shooting,,,rat_COMPONENT_weaponcomp_effects.lua_82
645785968721,Low Reflexes,,,rat_CTH_shooting_stance_hipfire.lua_1
588769789298,Hipfire,,,rat_CTH_shooting_stance_hipfire.lua_2
335346378867,Snapshot,,,rat_CTH_shooting_stance_hipfire.lua_3
145534626581,Hipshot Penalty,,,rat_CTH_shooting_stance_hipfire.lua_4
392849416519,Average: Two Weapons,,,rat_CTH_shooting_stance_hipfire.lua_5
516951375425,MG Setup,,,rat_CTH_shooting_stance_hipfire.lua_6
413925295955,High Strength,,,rat_CTH_shooting_stance_hipfire.lua_7
433649794796,High Reflexes,,,rat_CTH_shooting_stance_hipfire.lua_8
941222879324,Quick Throw,,,rat_CTH_shooting_stance_hipfire.lua_9
278838794679,Strength,,,rat_CTH_shooting_stance_hipfire.lua_10
253999664478,Reflexes,,,rat_CTH_shooting_stance_hipfire.lua_11
221848738467,Low Strength,,,rat_CTH_shooting_stance_hipfire.lua_12
148517345744,Exit <em>Shooting Stance</em>,,,rat_shooting_stance_prepare_weapon_action.lua_1
871168252913,Prepare Weapon,,,rat_shooting_stance_prepare_weapon_action.lua_2
756827411698,PREPARE,,,rat_shooting_stance_prepare_weapon_action.lua_3
567973728148,Lower Weapon,,,rat_shooting_stance_prepare_weapon_action.lua_4
187383913751,Prepare Weapon,,,rat_shooting_stance_prepare_weapon_action.lua_5
878229893688,Rotate your weapon and <em>end your turn</em>.,,,rat_shooting_stance_prepare_weapon_action.lua_6
222855944347,Enter <em>Shooting Stance</em> and end your turn.,,,rat_shooting_stance_prepare_weapon_action.lua_7
399161531399,Enter <em>Shooting Stance</em> and <em>end your turn</em>.,,,rat_shooting_stance_prepare_weapon_action.lua_8
735297133453,Rotate Weapon,,,rat_shooting_stance_prepare_weapon_action.lua_9
677754398866,<color AmmoAPColor>Turn Ended</color>,,,rat_shooting_stance_prepare_weapon_action.lua_10
163779727424,<color AmmoAPColor>Grenade loaded</color>,,,rat_shooting_stance_combat_actions.lua_1
415612867746,Prepare Weapon,,,rat_shooting_stance_combat_actions.lua_2
585854196899,Cheap attack that conserves ammo. Has bonus critical chance based on <em>Marksmanship</em> and <em>Dexterity</em> when <em>aimed</em>.,,,rat_shooting_stance_combat_actions.lua_3
449447625321,<color AmmoAPColor>Semi-auto only</color>,,,rat_shooting_stance_combat_actions.lua_4
545341281514,<color AmmoAPColor>Out of Breath</color>,,,rat_shooting_stance_combat_actions.lua_5
373274572555,Shoots a hail of <em><bullets> bullets</em> and inflict <GameTerm('Suppressed')> even on miss when the enemy is in weapon range. Has <em>recoil</em> penalty based on <em>Strength</em>. Maximum <em>aim</em> level reduced,,,rat_shooting_stance_combat_actions.lua_6
769876819564,Rotate Weapon,,,rat_shooting_stance_combat_actions.lua_7
364947777453,The Dual Shot attack produces a Basic Attack from each gun. Maximum <em>aim</em> level is reduced. Has a penalty based on <em>Dexterity</em>.,,,rat_shooting_stance_combat_actions.lua_8
258829833148,"

Blood will be <em>Out of Breath</em>.",,,rat_shooting_stance_combat_actions.lua_9
188987732816,<color AmmoAPColor>Grenade loaded</color>,,,rat_shooting_stance_combat_actions.lua_10
565497791697,<color AmmoAPColor>Grenade loaded</color>,,,rat_shooting_stance_combat_actions.lua_11
676922692594,<color AmmoAPColor>Grenade loaded</color>,,,rat_shooting_stance_combat_actions.lua_12
758325374611,<color AmmoAPColor>Grenade loaded</color>,,,rat_shooting_stance_combat_actions.lua_13
865874231348,<color AmmoAPColor>Out of Breath</color>,,,rat_shooting_stance_combat_actions.lua_14
226634284341,<em>Spends all AP</em>. Any targets who move or shoot in the overwatch area will provoke <GameTerm('Interrupt')> <em>attacks</em>. Accuracy is influenced by <em>Reflex</em> (Dex + Agi).,,,rat_shooting_stance_combat_actions.lua_15
565263742146,<color AmmoAPColor>Weapon not capable of burst</color>,,,rat_shooting_stance_combat_actions.lua_16
891514871831,Reckless Assault,,,rat_shooting_stance_combat_actions.lua_17
966648741688,"

The unit will be <em>Out of Breath</em>.",,,rat_shooting_stance_combat_actions.lua_18
359627666793,<color AmmoAPColor>Grenade loaded</color>,,,rat_shooting_stance_combat_actions.lua_19
312473917195,"

The unit will be <em>Out of Breath</em>.",,,rat_shooting_stance_combat_actions.lua_20
564696256945,"Focus on a cone-shaped area, immobilizing yourself and going <em>prone</em>. You can only shoot enemies inside that cone. Accuracy is increased and enemies will provoke <em>interrupt</em> attacks with actions inside the cone (even if your AP are spent). <em>Interrupt</em> attacks have bonus accuracy.",,,rat_shooting_stance_combat_actions.lua_21
614189548956,"<em>Once per turn</em>. Move to a new position, using up to <em><DisplayMoveAP> AP</em>. Fire a number of bursts during movement toward the closest enemies. Each shot suffers increased <em>Hipfire</em> and <em>Recoil</em> accuracy penalties.",,,rat_shooting_stance_combat_actions.lua_22
864921833364,"Make a longer <em>Run and Gun</em>, firing more shots. Move to a new position, using up to <em><DisplayMoveAP> AP</em> Smiley will be <em>Out of Breath</em> after use. Can't be used when <em>Out of Breath</em>.",,,rat_shooting_stance_combat_actions.lua_23
536142745929,<color AmmoAPColor>Out of Breath</color>,,,rat_shooting_stance_combat_actions.lua_24
956881287967,<color AmmoAPColor>Out of Breath</color>,,,rat_shooting_stance_combat_actions.lua_25
179344335298,<color AmmoAPColor>INSUFFICIENT AP</color>,,,rat_SOURCE_Firearm_GetItemStatusUI and QuickReloadButton.lua_1
974362381782,Close Range,,,rat_CTH_pointblank.lua_1
458961115417,(-) Low Dexterity,,,rat_CTH_pointblank.lua_2
983254647634,Average Hand-Eye Coordination,,,rat_CTH_pointblank.lua_3
869282891923,High Dexterity,,,rat_CTH_pointblank.lua_4
273969979692,(-) Low Hand-Eye Coordination,,,rat_CTH_pointblank.lua_5
461622328882,Point-Blank Range,,,rat_CTH_pointblank.lua_6
699324351174,High Hand-Eye Coordination,,,rat_CTH_pointblank.lua_7
634749487718,Average Dexterity,,,rat_CTH_pointblank.lua_8
642385744896,(-) Blowback,,,rat_FUNCTIONS_recoil.lua_1
946448112577,(-) Low Marksmanship,,,rat_FUNCTIONS_recoil.lua_2
285153762692,(-) Low Strength,,,rat_FUNCTIONS_recoil.lua_3
963983387333,(-) Short Handguard,,,rat_FUNCTIONS_recoil.lua_4
894953874886,Extended Barrel,,,rat_FUNCTIONS_recoil.lua_5
665399583815,MG Setup,,,rat_FUNCTIONS_recoil.lua_6
585361131592,Integrated Muzzle Brake,,,rat_FUNCTIONS_recoil.lua_7
712682745289,Perk: Recoil Management,,,rat_FUNCTIONS_recoil.lua_8
228113672715,(-) Short Barrel,,,rat_FUNCTIONS_recoil.lua_9
281796668818,(-) AP Rounds,,,rat_FUNCTIONS_recoil.lua_10
851619126995,(-) High Rate of Fire,,,rat_FUNCTIONS_recoil.lua_11
949639567956,Perfect Technique,,,rat_FUNCTIONS_recoil.lua_12
134618826773,Compensator,,,rat_FUNCTIONS_recoil.lua_13
662981363158,(-) Light Stock,,,rat_FUNCTIONS_recoil.lua_14
696373868183,Improvised Suppressor,,,rat_FUNCTIONS_recoil.lua_15
988872717528,Strength,,,rat_FUNCTIONS_recoil.lua_16
649749565849,Heavy Barrel,,,rat_FUNCTIONS_recoil.lua_17
669471256347,Tracer Rounds,,,rat_FUNCTIONS_recoil.lua_18
892823936544,Vertical Grip,,,rat_FUNCTIONS_recoil.lua_19
862325237281,Average Recoil: Two Weapons,,,rat_FUNCTIONS_recoil.lua_20
779417232291,Heavy Stock,,,rat_FUNCTIONS_recoil.lua_21
495676736357,High Marksmanship,,,rat_FUNCTIONS_recoil.lua_22
574718433471,Recoil,,,rat_FUNCTIONS_recoil.lua_23
461685692199,Average Recoil: Two Weapons,,,rat_FUNCTIONS_recoil.lua_24
395163141224,Extended Handguard,,,rat_FUNCTIONS_recoil.lua_25
219911149892,Point-Blank Range,,,rat_FUNCTIONS_recoil.lua_26
226357388522,Gas Operated,,,rat_FUNCTIONS_recoil.lua_27
594122678151,(-) Held MG,,,rat_FUNCTIONS_recoil.lua_28
294661659116,Prone,,,rat_FUNCTIONS_recoil.lua_29
228847175552,Off the Hip,,,rat_FUNCTIONS_recoil.lua_30
778967917912,Roller Delayed,,,rat_FUNCTIONS_recoil.lua_31
824796784687,High Marksmanship,,,rat_FUNCTIONS_recoil.lua_32
286526555251,(-) Low Marksmanship,,,rat_FUNCTIONS_recoil.lua_33
869135768177,Perfect Technique,,,rat_FUNCTIONS_recoil.lua_34
826212377342,(-) Light Barrel,,,rat_FUNCTIONS_recoil.lua_35
115796595571,(-) No Stock,,,rat_FUNCTIONS_recoil.lua_36
132322127855,(-) Striker Fired,,,rat_FUNCTIONS_recoil.lua_37
294753784373,Marksmanship,,,rat_FUNCTIONS_recoil.lua_38
263781558966,Suppressor,,,rat_FUNCTIONS_recoil.lua_39
749694622664,(-) Bump Stock,,,rat_FUNCTIONS_recoil.lua_40
663793494488,Crouching,,,rat_FUNCTIONS_recoil.lua_41
889423438892,Marksmanship,,,rat_FUNCTIONS_recoil.lua_42
764956297274,Perk: Auto Weapons,,,rat_FUNCTIONS_recoil.lua_43
523692869416,Bipod,,,rat_FUNCTIONS_recoil.lua_44
756261568764,Recoil Operated,,,rat_FUNCTIONS_recoil.lua_45
371872683581,Foldable Grip,,,rat_FUNCTIONS_recoil.lua_46
862593714174,Recoil Booster,,,rat_FUNCTIONS_recoil.lua_47
758234761279,(-) Short Recoil,,,rat_FUNCTIONS_recoil.lua_48
926844781722,Scoped Close Range,,,rat_CTH_scope.lua_1
374778916221,Standing (Unwieldy Weapon),,,rat_CTH_unwield_weapon.lua_1
247853265298,Mod Setting,,,rat_CTH_Setting.lua_1
861991849417,Marksmanship Multiplier,,,rat_CTH_Setting.lua_2
173175324694,Dexterity Multiplier,,,rat_CTH_Setting.lua_3
229553716319,Strength Multiplier,,,rat_CTH_Setting.lua_4
562438742744,UNBOLTED,,,rat_FUNCTIONS_Boltaction.lua_1
995799974699,UNCYCLED,,,rat_FUNCTIONS_Boltaction.lua_2
926825516268,AP,,,rat_FUNCTIONS_Boltaction.lua_3
642995678175,UNCOCKED,,,rat_FUNCTIONS_Boltaction.lua_4
888825974784,Close Range,,,rat_CTH_aim.lua_1
819917646978,Crouching,,,rat_CTH_aim.lua_2
688848752517,Crouching,,,rat_CTH_aim.lua_3
231236431718,PSO-1 Scope 4x,,,rat_CTH_aim.lua_4
981953836167,Prone,,,rat_CTH_aim.lua_5
766168183242,High Hand-Eye Coordination,,,rat_CTH_aim.lua_6
271472323596,Prone,,,rat_CTH_aim.lua_7
623752994574,(-) Low Dexterity,,,rat_CTH_aim.lua_8
236157356911,High Dexterity,,,rat_CTH_aim.lua_9
711417533297,Average Hand-Eye Coordination,,,rat_CTH_aim.lua_10
195655494642,(-) Handgun,,,rat_CTH_aim.lua_11
899433651477,(-) Light Stock,,,rat_CTH_aim.lua_12
436284795734,(-) Low Hand-Eye Coordination,,,rat_CTH_aim.lua_13
739262593826,Sniper Scope 6x,,,rat_CTH_aim.lua_14
886112546215,Sniper Scope 4x,,,rat_CTH_aim.lua_15
646282444522,Average Dexterity,,,rat_CTH_aim.lua_16
318366251222,Recoil,,,rat_CTH_persistent_recoil.lua_1
896586683524,Peeking from Cover,,,rat_CTH_cover_prone.lua_1
249585814638,Peeking from Cover (Dust Storm),,,rat_CTH_cover_prone.lua_2
749892252984,Short Barrel,,,rat_CTH_ranged_melee_penal.lua_1
759763123531,SMG,,,rat_CTH_ranged_melee_penal.lua_2
371165966796,(-) Extended Barrel,,,rat_CTH_ranged_melee_penal.lua_3
476231976166,Handgun,,,rat_CTH_ranged_melee_penal.lua_4
924992454524,(-) Extended Barrel,,,rat_CTH_ranged_melee_penal.lua_5
264354311888,Pistol,,,rat_CTH_targeted_noburst.lua_1
857733955586,Precision Rifle,,,rat_CTH_targeted_noburst.lua_2
428585172563,Pin Down,,,rat_CTH_targeted_noburst.lua_3
669475852649,Single Shot,,,rat_CTH_targeted_noburst.lua_4
182873197996,Average Composure,,,rat_CTH_targeted_noburst.lua_5
218674787672,Bolt Action,,,rat_CTH_targeted_noburst.lua_6
918311487575,Revolver,,,rat_CTH_targeted_noburst.lua_7
857864425672,Point-Blank Range,,,rat_CTH_targeted_noburst.lua_8
174427737737,(-) Hipfire,,,rat_CTH_targeted_noburst.lua_9
212531647496,Fully Aimed,,,rat_CTH_targeted_noburst.lua_10
378613427576,UV Dot,,,rat_CTH_targeted_noburst.lua_11
679732547244,(-) Low Composure,,,rat_CTH_targeted_noburst.lua_12
482879968829,High Composure,,,rat_CTH_targeted_noburst.lua_13
999212395918,Hensoldt ZF Scope,,,rat_CTH_targeted_noburst.lua_14
477882742777,(-) Snapshot,,,rat_CTH_targeted_noburst.lua_15
